Word,Corrected,Connected,Additional,Removal,Subs,Undefined,??????
crosscompartmentxray,Cross compartment x ray,3,,,,,
crosscompilation,Cross compilation,1,,,,,
crosscountrytrains,Cross country trains,2,,,,,
crosscuttingmembers,Cross cutting members,2,,,,,
crosscuttingmembersset,Cross cutting memberset,2,1,,,,
crossgrades,Cross grades,1,,,,,
crosshair,Cross hair,1,,,,,
crosslink,Cross link,1,,,,,
crossoriginaccessiblepropertiesonly,Cross origin accessible properties only,4,,,,,
crossoriginwrapper,Cross origin wrapper,2,,,,,
crossoverposition,Cross over position,2,,,,,
crossplatform,Cross platform,1,,,,,
crosspost,Cross post,1,,,,,
crossposting,Cross posting,1,,,,,
crossprocesslayers,Cross process layers,2,,,,,
crossreference,Cross reference,1,,,,,
crossrefs,crossref,,1,,,,
crosssite,Cross site,1,,,,,
crosssitexhr,Cross site xhr,2,,,,,
crossstab,crosstab,,1,,,,
crosstabcubebuilder,Crosstab cube builder,2,,,,,
crosstabfirstcelleditpart,Crosstab first cell edit part,4,,,,,
crosstabhandleadapter,Crosstab handle adapter,2,,,,,
crosstables,Cross tables,1,,,,,
crosstabpreparationhandler,Crosstab preparation handler,2,,,,,
crosstabreportitemexecutor,Crosstab report item executor,3,,,,,
crosstabreportitemquery,Crosstab report item query,3,,,,,
crrectly,correctly,,,1,,,
crtdbgreport,Crtdbg report,1,,,,,
crtieria,criteria,,,,1,,
crtirium,criterium,,,1,1,,
cruicial,crucial,,1,,,,
cryin,crying,,,1,,,
cryptokeys,Crypto keys,1,,,,,
cryptometa,Crypto meta,1,,,,,
cryptoprovider,Crypto provider,1,,,,,
cryptotoken,Crypto token,1,,,,,
cryptui,Crypt ui,1,,,,,
crytal,crystal,,,1,,,
cscan,C scan,1,,,,,
csharpgenmodel,Csharp genmodel,1,,,,,
csiviewpart,Csi viewpart,1,,,,,
cspecs,C specs,1,,,,,
cssadvanced,Css advanced,1,,,,,
cssencodingtestsuite,Css encoding test suite,3,,,,,
cssinfo,Css info,1,,,,,
cssmodel,Css model,1,,,,,
cssparser,Css parser,1,,,,,
csspropertynames,Css property names,2,,,,,
csspropertys,Css property,1,1,,,,
cssregioncontexts,Css region contexts,2,,,,,
cssrule,Css rule,1,,,,,
cssstyledeclaration,Css style declaration,2,,,,,
cssstylenotifyadapter,Css style notify adapter,3,,,,,
cssstyleruleimpl,Css style rule impl,3,,,,,
csssubheader,Css subheader,1,,,,,
csstext,Css text,1,,,,,
cssvaluekeywords,Css value keywords,2,,,,,
csszengarden,Css zen garden,2,,,,,
cstime,Cs time,1,,,,,
cstringcontainerinit,C string container init,3,,,,,
csvconvertor,Csv convertor,1,,,,,
csvdatasources,Csv datasources,1,,,,,
csvloggerview,Csv loggerview,1,,,,,
ctabfoldertab,Ctab folder tab,2,,,,,
ctnca,Ctn ca,1,,,,,
ctorwithnotnullarg,Ctor with not null arg,4,,,,,
ctrlaltdel,Ctrl alt del,2,,,,,
ctrlkey,Ctrl key,1,,,,,
ctsbluetoothtestcases,Cts Bluetooth test cases,3,,,,,
ctsdeviceadminreceiver,Cts device admin receiver,3,,,,,
ctshardwaretestcases,Cts hardware test cases,3,,,,,
ctsprovidertestcases,Cts provider test cases,3,,,,,
ctsrts,CTS RTS,1,,,,,
ctsteststubs,Cts test stubs,2,,,,,
ctstexttestcases,Cts text test cases,3,,,,,
ctsverifer,Cts verifier,1,,1,,,
ctsverifier,Cts verifier,1,,,,,
ctxhelppage,Ctx help page,2,,,,,
cuase,CU ASE,1,,,,,
cuases,causes,,,,1,,
cubequeryexecutor,Cube query executor,2,,,,,
cubequeryexecutorhelper,Cube query executor helper,3,,,,,
cubequeryresults,Cube query results,2,,,,,
cuberesultset,Cube result set,2,,,,,
cubersome,cumbersome,,,1,,,
cubevalue,Cube value,1,,,,,
cubicspline,Cubic spline,1,,,,,
cubicvr,Cubic VR,1,,,,,
cucompdir,CUCOMP dir,1,,,,,
cuicopyiconurl,Cui copy icon url,3,,,,,
cuidescriptor,Cui descriptor,1,,,,,
cuigetimageproperties,Cui get image properties,3,,,,,
cuiimageproperties,Cui image properties,2,,,,,
culineinfohandler,Cu line info handler,3,,,,,
cullen,Cul len,1,,,,,
cumbersom,cumbersome,,,1,,,
cumuls,cumulus,,,1,,,
cuniform,cuneiform,,,1,,,
cuple,couple,,,1,,,
curcontext,Cur context,1,,,,,
curdir,Cur dir,1,,,,,
curent,CuRnet,,,,1,,
curgroupmap,Cur group map,2,,,,,
curintvalue,Cur int value,2,,,,,
curlen,Cur len,1,,,,,
curor,Cursor,,,1,,,
currencyamount,Currency amount,1,,,,,
currencyconverter,Currency converter,1,,,,,
currencyid,Currency id,1,,,,,
currencylocale,Currency locale,1,,,,,
currencytest,Currency test,1,,,,,
currenntly,Currently,,1,,,,
currentaccounts,Current accounts,1,,,,,
currentactivityid,Current activity id,2,,,,,
currentanimationtimemillis,Current animation time millis,3,,,,,
currentappversion,Current app version,2,,,,,
currentcall,Current call,1,,,,,
currentconfigfilledin,Current config filled in,3,,,,,
currentcontext,Current context,1,,,,,
currentcontrolset,Current control set,2,,,,,
currentday,Current day,1,,,,,
currentdirtyregion,Current dirty region,2,,,,,
currentelements,Current elements,1,,,,,
currentengine,Current engine,1,,,,,
currentest,Current EST,1,,,,,
currentfield,Current field,1,,,,,
currentflavors,Current flavors,1,,,,,
currentframe,Current frame,1,,,,,
currentheight,Current height,1,,,,,
currentimagewidth,Current image width,2,,,,,
currentitem,Current item,1,,,,,
currentitemnum,Current item num,2,,,,,
currentjdk,Current jdk,1,,,,,
currentmetacontent,Current meta content,2,,,,,
currentname,Current name,1,,,,,
currentnumber,Current number,1,,,,,
currentoffset,Current offset,1,,,,,
currentpath,Current path,1,,,,,
currentphaseshiftreal,Current phase shift real,3,,,,,
currentpriority,Current priority,1,,,,,
currentproviderkey,Current provider key,2,,,,,
currentrequest,Current request,1,,,,,
currentresult,Current result,1,,,,,
currentrow,Current row,1,,,,,
currentscope,Current scope,1,,,,,
currentstate,Current state,1,,,,,
currentstep,Current step,1,,,,,
currentstyles,Current styles,1,,,,,
currentsync,Current sync,1,,,,,
currenttarget,Current target,1,,,,,
currenttheme,Current theme,1,,,,,
currentthread,Current thread,1,,,,,
currenttipsource,Current tip source,2,,,,,
currentversion,Current version,1,,,,,
currentviewer,Current viewer,1,,,,,
currentviewobj,Current view obj,2,,,,,
currentwarning,Current warning,1,,,,,
currentyearsalestotal,Current year sales total,3,,,,,
currentyl,Currently,,,,1,,
cursoanglo,Cursor anglo,1,,1,,,
cursoradapter,Cursor adapter,1,,,,,
cursorb,Cursor,,1,,,,
cursorindexoutofboundsexception,Cursor index out of bounds exception,5,,,,,
cursorjoiner,Cursor joiner,1,,,,,
cursorlinepainter,Cursor line painter,2,,,,,
cursorlocation,Cursor location,1,,,,,
cursorstatus,Cursor status,1,,,,,
cursortreeadapter,Cursor tree adapter,2,,,,,
curtime,Cur time,1,,,,,
curtis,Cur tis,1,,,,,
curupted,Cur update,1,,,1,,
cusomter,Customer,,,,1,,
cusor,cursor,,,1,,,
custmer,customer,,,1,,,
custnumber,Cust number,1,,,,,
customanimationcloner,Custom animation cloner,2,,,,,
customclass,Custom class,1,,,,,
customcombopropertydescriptor,Custom combo property descriptor,3,,,,,
customcontrols,Custom controls,1,,,,,
customcopypolicymetadata,Custom copy policy metadata,3,,,,,
customdraw,Custom draw,1,,,,,
customeditpartprovider,Custom edit part provider,3,,,,,
customerdocs,Customer docs,1,,,,,
customernnumber,Customer number,1,1,,,,
customernumner,Customer number,1,,,,,*
customerretrieveserviceconnection,Customer retrieve service connection,3,,,,,
customerschema,Customer schema,1,,,,,
customfield,Custom field,1,,,,,
customfieldimpl,Custom field impl,2,,,,,
customfontnamefixed,Custom font name fixed,3,,,,,
customgreeting,Custom greeting,1,,,,,
customhtmlsignature,Custom html signature,2,,,,,
custominfo,Custom info,1,,,,,
custominputfilter,Custom input filter,2,,,,,
customizationcontrollerfortarget,Customization controller for target,3,,,,,
customizeable,customizable,,1,,,,
customizedexceptionhandler,Customized exception handler,2,,,,,
customizedocumentcommand,Customized document command,2,,1,,,
customizegeneratedmethodaction,Customize generated method action,3,,,,,
customizeheader,Customize header,1,,,,,
customizeinitialized,Customize initialized,1,,,,,
custommail,Custom mail,1,,,,,
customn,custom,,1,,,,
custompaletteeditpartfactory,Custom palette edit part factory,4,,,,,
custompreferencepage,Custom preference page,2,,,,,
custompreparespacesaroundpaste,Custom prepare spaces around paste,3,,,,,
custompropertytab,Custom property tab,2,,,,,
customres,customers,,,,1,,
customrom,Custom rom,1,,,,,
customshapegeometry,Custom shape geometry,2,,,,,
customsql,Custom sql,1,,,,,
customtemplateproposal,Custom template proposal,2,,1,,,
customtoastview,Custom toast view,2,,,,,
customttl,Custom ttl,1,,,,,
customupdate,Custom update,1,,,,,
customview,Custom view,1,,,,,
cutandpaste,Cut and paste,2,,,,,
cutepdf,Cut pdf,1,1,,,,
cutom,custom,,,1,,,
cutomername,Customer name,1,,1,,,
cutprefix,Cut prefix,1,,,,,
cuttet,Cut text,1,,1,,,
cuttoclipboard,Cut to clipboard,2,,,,,
cuurently,currently,,1,1,,,
cvalue,C value,1,,,,,
cvdisplaylinkref,Cv display link href,3,,1,,,
cvename,Cve name,1,,,,,
cverr,Cv err,1,,,,,
cvideoportobj,C video port obj,3,,,,,
cvsexception,Cvs exception,1,,,,,
cvsfilehistory,Cvs file history,2,,,,,
cvshistorypage,Cvs history page,2,,,,,
cvsli,Cvs li,1,,,,,
cvslog,Cvs log,1,,,,,
cvspass,Cvs pass,1,,,,,
cvsresourcevarianttree,Cvs resource variant tree,3,,,,,
cvssrc,Cvs src,1,,,,,
cvsteamprovidertype,Cvs team provider type,3,,,,,
cvsworkspacesubscribertest,Cvs workspace subscriber test,3,,,,,
cvtflags,Cvt flags,1,,,,,
cvvxvx,CVV XVX,1,,,,,
cwaveheader,C wave header,2,,,,,
cwinfileopenimpl,Cwin file open impl,3,,,,,
cwintraits,Cwin traits,1,,,,,
cworkbenchadapter,C workbench adapter,2,,,,,
cworth,C worth,1,,,,,
cwscreate,Cws create,1,,,,,
cwsintegrate,Cws integrate,1,,,,,
cwsrc,Cw src,1,,,,,
cxcallback,Cx callback,1,,,,,
cxmlsced,Cxml sed,1,1,,,,
cxxabi,Cxx abi,1,,,,,
cxxfilt,Cxx filter,1,,2,,,
cxxhelp,Cxx help,1,,,,,
cyangenmod,Cyanogenmod,,,1,,,
cybernetnews,Cybernet news,1,,,,,
cybersearch,Cyber search,1,,,,,
cybersite,Cyber site,1,,,,,
cyclecollectortraversecacheentry,Cycle collector traverse cache entry,4,,,,,
cyclecount,Cycle count,1,,,,,
cyclicly,cyclically,,,2,,,
cygpathtranslator,Cyg path translator,2,,,,,
cylonandhumananswers,Cylon and human answers,3,,,,,
cywin,cygwin,,,1,,,
czechcomputer,Czech computer,1,,,,,
daarintegen,Dar integer,1,,,,,*
daccessibility,D accessibility,1,,,,,
daemonpassword,Daemon password,1,,,,,
daemonsocket,Daemon socket,1,,,,,
dailyfinance,Daily finance,1,,,,,
dailymarketreport,Daily market report,2,,,,,
dailynews,Daily news,1,,,,,
daisychained,Daisy chained,1,,,,,
dallaslobo,Dallas lobo,1,,,,,
dalvinsn,dalvins,,1,,,,
damange,damage,,1,,,,
danglinghrefexception,Dangling href exception,2,,,,,
dangrous,dangerous,,,1,,,
daoimpl,Dao impl,1,,,,,
dapctrl,Dap ctrl,1,,,,,
daportable,Da portable,1,,,,,
darkbg,Dark bg,1,,,,,
darkside,Dark side,1,,,,,
darusalam,darussalam,,,1,,,
dashbugactivity,Dash bug activity,2,,,,,
dashbugview,Dash bug view,2,,,,,
dashbuild,Dash build,1,,,,,
daskulturradio,Das kultur radio,2,,,,,
dataaccessexception,Data access exception,2,,,,,
dataadapterutil,Data adapter util,2,,,,,
dataaspect,Data aspect,1,,,,,
dataawareness,Data awareness,1,,,,,
datab,data,,1,,,,
databae,database,,,1,,,
databaseaccessors,Database accessors,1,,,,,
databaseconnectioninfo,Database connection info,2,,,,,
databaseconnectionregistry,Database connection registry,2,,,,,
databasedefinitionimpl,Database definition impl,2,,,,,
databasedefinitions,Database definitions,1,,,,,
databasedefinitiontest,Database definition test,2,,,,,
databasedefiniton,Database definition,1,,1,,,
databasefield,Database field,1,,,,,
databasegroup,Database group,1,,,,,
databaseobjects,Database objects,1,,,,,
databasepath,Database path,1,,,,,
databaseproperties,Database properties,1,,,,,
databaseproviderhelper,Database provider helper,2,,,,,
databasequery,Database query,1,1,,,,
databasequerymechanism,Database query mechanism,2,,,,,
databasetype,Database type,1,,,,,
databasetypeutils,Database type utils,2,,,,,
databaseutils,Database utils,1,,,,,
databaseutilstest,Database utils test,2,,,,,
databasewizard,Database wizard,1,,,,,
databinder,Data binder,1,,,,,
databrowser,Data browser,1,,,,,
databrowseraccessibilityiteminfo,Data browser accessibility item info,4,,,,,
databuf,Data buf,1,,,,,
databuilders,Data builders,1,,,,,
datacenter,Data center,1,,,,,
dataclass,Data class,1,,,,,
datacodingscheme,Data coding scheme,2,,,,,
datacollectionmechanism,Data collection mechanism,2,,,,,
datacolumnname,Data column name,2,,,,,
dataconn,Data con,1,1,,,,
dataconnection,Data connection,1,,,,,
datacontrol,Data control,1,,,,,
datadefinition,Data definition,1,,,,,
dataelement,Data element,1,,,,,
dataencipherment,Data encipherment,1,,,,,
dataentity,Data entity,1,,,,,
dataexecutor,Data executor,1,,,,,
dataextraction,Data extraction,1,,,,,
datafieldlog,Data field log,2,,,,,
datafields,Data fields,1,,,,,
datafilehost,Data file host,2,,,,,
dataflavor,Data flavor,1,,,,,
dataflowbi,Data flow bi,2,,,,,
datagenerationengine,Data generation engine,2,,,,,
datahelper,Data helper,1,,,,,
dataio,Data io,1,,,,,
datakind,Data kind,1,,,,,
datalen,Data len,1,,,,,
datalogger,Data logger,1,,,,,
datalogging,Data logging,1,,,,,
dataloss,Data loss,1,,,,,
datamangers,Data managers,1,,1,,,
datamodelevent,Data model event,2,,,,,
datamodelprovider,Data model provider,2,,,,,
datamodelvariablefactory,Data model variable factory,3,,,,,
datamodelwizard,Data model wizard,2,,,,,
datamodelwizards,Data model wizards,2,,,,,
datamodifyquery,Data modify query,2,,,,,
datanode,Data node,1,,,,,
datanotexistentexception,Data not existent exception,3,,,,,
dataoutstream,Data outstream,1,,,,,
datap,data,,1,,,,
datapath,Data path,1,,,,,
datapilotfieldfilter,Data pilot field filter,3,,,,,
datapilotrange,Data pilot range,2,,,,,
dataplan,Data plan,1,,,,,
datapoints,Data points,1,,,,,
datapoolencryptmanager,Data pool encrypt manager,3,,,,,
dataposition,Data position,1,,,,,
datapresentationengine,Data presentation engine,2,,,,,
datarange,Data range,1,,,,,
dataranges,Data ranges,1,,,,,
datarequestsession,Data request session,2,,,,,
dataselecthandler,Data select handler,2,,,,,
dataserializer,Data serializer,1,,,,,
datasetcachemanager,Dataset cache manager,2,,,,,
datasetdesign,Dataset design,1,,,,,
datasetdesignsession,Dataset design session,2,,,,,
datasetparameters,Dataset parameters,1,,,,,
datasetselectionpage,Dataset selection page,2,,,,,
datasetslottype,Dataset slot type,2,,,,,
datasettwo,Dataset two,1,,,,,
datasetwizard,Dataset wizard,1,,,,,
datasheet,Data sheet,1,,,,,
datasort,Data sort,1,,,,,
datasourcecallquerymechanism,Datasource call query mechanism,3,,,,,
datasourcedesign,Datasource design,1,,,,,
datasourceexplorerview,Datasource explorer view,2,,,,,
datasourceid,Datasource id,1,,,,,
datasourceimpl,Datasource impl,1,,,,,
datasourcescriptexecutor,Datasource script executor,2,,,,,
datasourcestype,Datasource type,1,1,,,,
datastrore,datastore,,1,,,,
datatables,Data tables,1,,,,,
datatosend,Data to send,2,,,,,
